type,id,author,editor,advisor,note,title,pages,article_no,num_pages,keywords,doi,journal,issue_date,volume,issue_no,description,month,year,issn,booktitle,acronym,edition,isbn,conf_loc,publisher,publisher_loc
article,3303821,Ritayan  Mitra and Pankaj  Chavan,,,,DEBE Feedback for Large Lecture Classroom Analytics,426--430,,5,"Large lectures, learning analytics, live feedback, mobile application, quantified self",10.1145/3303772.3303821,,,,,,,2019,,Proceedings of the 9th International Conference on Learning Analytics & Knowledge,LAK19,,978-1-4503-6256-6,"Tempe, AZ, USA",ACM,"New York, NY, USA"
article,2495973,Assunta  Matassa and Amon  Rapp and Rossana  Simeoni,,,,Wearable Accessories for Cycling: Tracking Memories in Urban Spaces,415--424,,10,"e-textiles, quantified self, urban spaces, wearable computing",10.1145/2494091.2495973,,,,,,,2013,,Proceedings of the 2013 ACM Conference on Pervasive and Ubiquitous Computing Adjunct Publication,UbiComp '13 Adjunct,,978-1-4503-2215-7,"Zurich, Switzerland",ACM,"New York, NY, USA"
article,3270600,Zhuying  Li,,,,Understanding the Design of Playful Experiences Around Ingestible Sensors,33--38,,6,"ingestible sensors, interaction design, play, quantified self, research-through-design.",10.1145/3270316.3270600,,,,,,,2018,,Proceedings of the 2018 Annual Symposium on Computer-Human Interaction in Play Companion Extended Abstracts,CHI PLAY '18 Extended Abstracts,,978-1-4503-5968-9,"Melbourne, VIC, Australia",ACM,"New York, NY, USA"
article,2557299,Matthew  Mauriello and Michael  Gubbels and Jon E. Froehlich,,,,Social Fabric Fitness: The Design and Evaluation of Wearable E-textile Displays to Support Group Running,2833--2842,,10,"fitness, glanceable displays, personal informatics, quantified self, visualization, wearables",10.1145/2556288.2557299,,,,,,,2014,,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,CHI '14,,978-1-4503-2473-1,"Toronto, Ontario, Canada",ACM,"New York, NY, USA"
article,3273016,Elizabeth L. Murnane and Jaime  Snyder and Stephen  Voida and Matthew J. Bietz and Mark  Matthews and Sean  Munson and Laura R. Pina,,,,"Social Issues in Personal Informatics: Design, Data, and Infrastructure",471--478,,8,"collaborative sensemaking, collective engagement, data representation, personal informatics, quantified self",10.1145/3272973.3273016,,,,,,,2018,,Companion of the 2018 ACM Conference on Computer Supported Cooperative Work and Social Computing,CSCW '18,,978-1-4503-6018-0,"Jersey City, NJ, USA",ACM,"New York, NY, USA"
article,2800946,Niels  van Berkel and Chu  Luo and Denzil  Ferreira and Jorge  Goncalves and Vassilis  Kostakos,,,,The Curse of Quantified-self: An Endless Quest for Answers,973--978,,6,"context, personal informatics, quantified-self, sensing, ubiquitous computing, wearables",10.1145/2800835.2800946,,,,,,,2015,,Adjunct Proceedings of the 2015 ACM International Joint Conference on Pervasive and Ubiquitous Computing and Proceedings of the 2015 ACM International Symposium on Wearable Computers,UbiComp/ISWC'15 Adjunct,,978-1-4503-3575-1,"Osaka, Japan",ACM,"New York, NY, USA"
article,3225224,Cataldo  Musto and Giovanni  Semeraro and Cosimo  Lovascio and Marco  de Gemmis and Pasquale  Lops,,,,Myrror: A Platform for Quantified Self and Holistic User Modeling,215--216,,2,"personal data, personalization, quantified self, recommender systems, user models",10.1145/3213586.3225224,,,,,,,2018,,"Adjunct Publication of the 26th Conference on User Modeling, Adaptation and Personalization",UMAP '18,,978-1-4503-5784-5,"Singapore, Singapore",ACM,"New York, NY, USA"
article,2800954,Federica  Cena and Silvia  Likavec and Amon  Rapp,,,,Quantified Self and Modeling of Human Cognition,1021--1026,,6,"cognitive assessment, cognitive modeling, personal informatics, quantified self, user modeling",10.1145/2800835.2800954,,,,,,,2015,,Adjunct Proceedings of the 2015 ACM International Joint Conference on Pervasive and Ubiquitous Computing and Proceedings of the 2015 ACM International Symposium on Wearable Computers,UbiComp/ISWC'15 Adjunct,,978-1-4503-3575-1,"Osaka, Japan",ACM,"New York, NY, USA"
article,2732884,Hariharan  Subramonyam,,,,SIGCHI: Magic Mirror - Embodied Interactions for the Quantified Self,1699--1704,,6,"embodied interaction, multi-modal interfaces, quantified self, ubiquitous computing",10.1145/2702613.2732884,,,,,,,2015,,Proceedings of the 33rd Annual ACM Conference Extended Abstracts on Human Factors in Computing Systems,CHI EA '15,,978-1-4503-3146-3,"Seoul, Republic of Korea",ACM,"New York, NY, USA"
article,2212724,Ian  Li and Yevgeniy  Medynskiy and Jon  Froehlich and Jakob  Larsen,,,,Personal Informatics in Practice: Improving Quality of Life Through Data,2799--2802,,4,"awareness, behavior, lifelogging, personal informatics, quantified self, reflection, visualizations",10.1145/2212776.2212724,,,,,,,2012,,CHI '12 Extended Abstracts on Human Factors in Computing Systems,CHI EA '12,,978-1-4503-1016-1,"Austin, Texas, USA",ACM,"New York, NY, USA"
article,2809441,Assunta  Matassa and Valentina  Manuguerra,,,,Designing a Smart Plantar to Support People in Sport Activities,663--668,,6,"quantified self, smart object, smart plantar, wearable computing",10.1145/2800835.2809441,,,,,,,2015,,Adjunct Proceedings of the 2015 ACM International Joint Conference on Pervasive and Ubiquitous Computing and Proceedings of the 2015 ACM International Symposium on Wearable Computers,UbiComp/ISWC'15 Adjunct,,978-1-4503-3575-1,"Osaka, Japan",ACM,"New York, NY, USA"
article,3205997,Bhavani  Thuraisingham and Murat  Kantarcioglu and Elisa  Bertino and Jonathan Z. Bakdash and Maribel  Fernandez,,,,Towards a Privacy-Aware Qunatified Self Data Management Framework,173--184,,12,"data analytics, data privacy, privacy preserving, quantified self",10.1145/3205977.3205997,,,,,,,2018,,Proceedings of the 23Nd ACM on Symposium on Access Control Models and Technologies,SACMAT '18,,978-1-4503-5666-4,"Indianapolis, Indiana, USA",ACM,"New York, NY, USA"
article,2330631,Ver&#243;nica  Rivera-Pelayo and Valentin  Zacharias and Lars  M&#252;ller and Simone  Braun,,,,Applying Quantified Self Approaches to Support Reflective Learning,111--114,,4,"framework, learning analytics, mobile applications, quantified self, reflective learning",10.1145/2330601.2330631,,,,,,,2012,,Proceedings of the 2Nd International Conference on Learning Analytics and Knowledge,LAK '12,,978-1-4503-1111-3,"Vancouver, British Columbia, Canada",ACM,"New York, NY, USA"
article,2892401,Simon L. Jones and Ryan  Kelly,,,,Finding Interesting Correlations in Multi-Faceted Personal Informatics Systems,3099--3106,,8,"data mining, information dashboards, information filtering, personal informatics, quantified self",10.1145/2851581.2892401,,,,,,,2016,,Proceedings of the 2016 CHI Conference Extended Abstracts on Human Factors in Computing Systems,CHI EA '16,,978-1-4503-4082-3,"San Jose, California, USA",ACM,"New York, NY, USA"
article,3321527,Jayden  Khakurel and Mika  Immonen and Jari  Porras and Antti  Knutas,,,,Understanding the Adoption of Quantified Self-tracking Wearable Devices in the Organization Environment: An Empirical Case Study,119--128,,10,"activity tracker, aesthetics, fashnology, pedometer, privacy, quantified self-tracking wearable devices, quantified-self, smartwatch, technology acceptance, wearability",10.1145/3316782.3321527,,,,,,,2019,,Proceedings of the 12th ACM International Conference on PErvasive Technologies Related to Assistive Environments,PETRA '19,,978-1-4503-6232-0,"Rhodes, Greece",ACM,"New York, NY, USA"
article,2804266,Eun Kyoung Choe and Bongshin  Lee and Matthew  Kay and Wanda  Pratt and Julie A. Kientz,,,,"SleepTight: Low-burden, Self-monitoring Technology for Capturing and Reflecting on Sleep Behaviors",121--132,,12,"health, manual tracking, personal informatics, quantified self, self-awareness, self-monitoring, self-reflection, self-tracking, sleep",10.1145/2750858.2804266,,,,,,,2015,,Proceedings of the 2015 ACM International Joint Conference on Pervasive and Ubiquitous Computing,UbiComp '15,,978-1-4503-3574-4,"Osaka, Japan",ACM,"New York, NY, USA"
article,2557372,Eun Kyoung  Choe and Nicole B. Lee and Bongshin  Lee and Wanda  Pratt and Julie A. Kientz,,,,Understanding Quantified-selfers' Practices in Collecting and Exploring Personal Data,1143--1152,,10,"health, per-sonal informatics, personal analytics, quantified self, self-experimentation., self-monitoring, self-tracking",10.1145/2556288.2557372,,,,,,,2014,,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,CHI '14,,978-1-4503-2473-1,"Toronto, Ontario, Canada",ACM,"New York, NY, USA"
article,3250942,,,,Session Chair-John  Zimmerman,Session Details: Quantified Self,--,,,,10.1145/3250942,,,,,,,2014,,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,CHI '14,,978-1-4503-2473-1,"Toronto, Ontario, Canada",ACM,"New York, NY, USA"
article,3143720,Yulia  Stepanchuk,,,,"Quantified Construction of Self: Numbers, Narratives and the Modern Individual",28--36,,9,"big data, lifelogging, modernity, narrative, personal data, quantified self, self, self-tracking, technologies of the self",10.1145/3143699.3143720,,,,,,,2017,,Proceedings of the International Conference IMS-2017,IMS2017,,978-1-4503-5437-0,"Saint Petersburg, Russian Federation",ACM,"New York, NY, USA"
article,3248593,,,,Session Chair-Amon  Rapp and Session Chair-Federica  Cena and Session Chair-Judy  Kay and Session Chair-Bob  Kummerfeld and Session Chair-Frank  Hopfgartner and Session Chair-Till  Plumbaum and Session Chair-Jakob  Larsen and Session Chair-Kgs  Lyngby and Session Chair-Daniel  Epstein and Session Chair-R&#250;ben  Gouveia,Session Details: (Quantified Self) New Frontiers of Quantified Self 2: Going Beyond Numbers,--,,,,10.1145/3248593,,,,,,,2016,,Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct,UbiComp '16,,978-1-4503-4462-3,"Heidelberg, Germany",ACM,"New York, NY, USA"
article,3154881,Eun Kyoung Choe and Bongshin  Lee and Haining  Zhu and Nathalie Henry Riche and Dominikus  Baur,,,,Understanding Self-reflection: How People Reflect on Personal Data Through Visual Data Exploration,173--182,,10,"health, personal informatics, quantified self, self-reflection, self-tracking, visualization, visualization insights",10.1145/3154862.3154881,,,,,,,2017,,Proceedings of the 11th EAI International Conference on Pervasive Computing Technologies for Healthcare,PervasiveHealth '17,,978-1-4503-6363-1,"Barcelona, Spain",ACM,"New York, NY, USA"
article,3125506,Reem  Albaghli and Urooj  Raja and Kenneth M. Anderson,,,,An Innovative Approach to Better Cardiac Health Through Wearable Technology,877--882,,6,"cardio disease, health informatics, heart rate, preventive medicine, quantified self, self-health, smart watch, wearable technology",10.1145/3123024.3125506,,,,,,,2017,,Proceedings of the 2017 ACM International Joint Conference on Pervasive and Ubiquitous Computing and Proceedings of the 2017 ACM International Symposium on Wearable Computers,UbiComp '17,,978-1-4503-5190-4,"Maui, Hawaii",ACM,"New York, NY, USA"
article,2560469,Jochen  Meyer and Steven  Simske and Katie A. Siek and Cathal G. Gurrin and Hermie  Hermens,,,,Beyond Quantified Self: Data for Wellbeing,95--98,,4,"data analysis, user oriented design, wellbeing",10.1145/2559206.2560469,,,,,,,2014,,CHI '14 Extended Abstracts on Human Factors in Computing Systems,CHI EA '14,,978-1-4503-2474-8,"Toronto, Ontario, Canada",ACM,"New York, NY, USA"
article,2883888,Samara  Ruiz and Sven  Charleer and Maite  Urretavizcaya and Joris  Klerkx and Isabel  Fern&#225;ndez-Castro and Erik  Duval,,,,Supporting Learning by Considering Emotions: Tracking and Visualization a Case Study,254--263,,10,"face to face interactions, quantified-self, self-reflection, students' emotions, visual dashboards, visualization",10.1145/2883851.2883888,,,,,,,2016,,Proceedings of the Sixth International Conference on Learning Analytics & Knowledge,LAK '16,,978-1-4503-4190-5,"Edinburgh, United Kingdom",ACM,"New York, NY, USA"
article,3174058,Peter  West and Max  Van Kleek and Richard  Giordano and Mark J. Weal and Nigel  Shadbolt,,,,Common Barriers to the Use of Patient-Generated Data Across Clinical Settings,484:1--484:13,484,13,"clinical decision making, mhealth, patient-generated data, personalized medicine, quantified self, self-tracking, workflows",10.1145/3173574.3174058,,,,,,,2018,,Proceedings of the 2018 CHI Conference on Human Factors in Computing Systems,CHI '18,,978-1-4503-5620-6,"Montreal QC, Canada",ACM,"New York, NY, USA"
article,3313017,Ciaran B. Trace and Yan  Zhang,,,,Configuring Personal Data for a Quantified-Self Archive,LBW2514:1--LBW2514:6,LBW2514,6,"archive, digital archive, personal data, personal informatics, quantified-self, self-tracking, small data",10.1145/3290607.3313017,,,,,,,2019,,Extended Abstracts of the 2019 CHI Conference on Human Factors in Computing Systems,CHI EA '19,,978-1-4503-5971-9,"Glasgow, Scotland Uk",ACM,"New York, NY, USA"
article,2800955,Federica  Cena and Assunta  Matassa,,,,Adopting a User Modeling Approach to Quantify the City,1027--1032,,6,"city model, crowdsensing, group model, quantified self, smart city, user model",10.1145/2800835.2800955,,,,,,,2015,,Adjunct Proceedings of the 2015 ACM International Joint Conference on Pervasive and Ubiquitous Computing and Proceedings of the 2015 ACM International Symposium on Wearable Computers,UbiComp/ISWC'15 Adjunct,,978-1-4503-3575-1,"Osaka, Japan",ACM,"New York, NY, USA"
article,2801612,Christian  Meurisch and Benedikt  Schmidt and Michael  Scholz and Immanuel  Schweizer and Max  M&#252;hlh&#228;user,,,,Labels: Quantified Self App for Human Activity Sensing,1413--1422,,10,"annotated dataset, heterogeneous information sources, human activity sensing, personal tracking, quantified self",10.1145/2800835.2801612,,,,,,,2015,,Adjunct Proceedings of the 2015 ACM International Joint Conference on Pervasive and Ubiquitous Computing and Proceedings of the 2015 ACM International Symposium on Wearable Computers,UbiComp/ISWC'15 Adjunct,,978-1-4503-3575-1,"Osaka, Japan",ACM,"New York, NY, USA"
article,2800956,Sarzotti  Federico,,,,A Tangible Personal Informatics System for an Amusing Self-reporting,1033--1038,,6,"behavior change, personal informatics, quantified self, self-tracking, tangible interfaces, ubicomp technologies",10.1145/2800835.2800956,,,,,,,2015,,Adjunct Proceedings of the 2015 ACM International Joint Conference on Pervasive and Ubiquitous Computing and Proceedings of the 2015 ACM International Symposium on Wearable Computers,UbiComp/ISWC'15 Adjunct,,978-1-4503-3575-1,"Osaka, Japan",ACM,"New York, NY, USA"
article,3188530,Cillian  Dudley and Simon L. Jones,,,,Fitbit for the Mind?: An Exploratory Study of 'Cognitive Personal Informatics',LBW542:1--LBW542:6,LBW542,6,"brain computer interfaces, eeg, health, personal informatics, quantified self, self-tracking",10.1145/3170427.3188530,,,,,,,2018,,Extended Abstracts of the 2018 CHI Conference on Human Factors in Computing Systems,CHI EA '18,,978-1-4503-5621-3,"Montreal QC, Canada",ACM,"New York, NY, USA"
article,2968319,Zilu  Liang and Mario Alberto Chapa Martell and Takuichi  Nishimura,,,,Mining Hidden Correlations Between Sleep and Lifestyle Factors from Quantified-self Data,547--552,,6,"activity tracking, association rules mining, data mining, health, personal informatics, quantified self, sleep",10.1145/2968219.2968319,,,,,,,2016,,Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct,UbiComp '16,,978-1-4503-4462-3,"Heidelberg, Germany",ACM,"New York, NY, USA"
article,3275119,P&#228;ivi  Heikkil&#228; and Anita  Honka and Sebastian  Mach and Franziska  Schmalfu&#223; and Eija  Kaasinen and Kaisa  V&#228;&#228;n&#228;nen,,,,Quantified Factory Worker - Expert Evaluation and Ethical Considerations of Wearable Self-tracking Devices,202--211,,10,"Ethics, Expert evaluation, Factory workers, Quantified Self, User experience, Wearable devices",10.1145/3275116.3275119,,,,,,,2018,,Proceedings of the 22Nd International Academic Mindtrek Conference,Mindtrek '18,,978-1-4503-6589-5,"Tampere, Finland",ACM,"New York, NY, USA"
article,2998219,Munmun  De Choudhury and Mrinal  Kumar and Ingmar  Weber,,,,Computational Approaches Toward Integrating Quantified Self Sensing and Social Media,1334--1349,,16,"MyFitnessPal, behavior change, diet, fitness, health, quantified self, social media, twitter, well-being",10.1145/2998181.2998219,,,,,,,2017,,Proceedings of the 2017 ACM Conference on Computer Supported Cooperative Work and Social Computing,CSCW '17,,978-1-4503-4335-0,"Portland, Oregon, USA",ACM,"New York, NY, USA"
article,2826166,Oresti  Banos and Muhammad Bilal Amin and Wajahat Ali Khan and Taqdir  Ali and Muhammad  Afzal and Byeong Ho Kang and Sungyoung  Lee,,,,Mining Minds: An Innovative Framework for Personalized Health and Wellness Support,1--8,,8,"big data, cloud computing, context-awareness, digital health, human behavior, knowledge bases, quantified-self, user experience",,,,,,,,2015,,Proceedings of the 9th International Conference on Pervasive Computing Technologies for Healthcare,PervasiveHealth '15,,978-1-63190-045-7,"Istanbul, Turkey","ICST (Institute for Computer Sciences, Social-Informatics and Telecommunications Engineering)","ICST, Brussels, Belgium, Belgium"
article,2800963,Simon L. Jones,,,,Exploring Correlational Information in Aggregated Quantified Self Data Dashboards,1075--1080,,6,"correlation analysis, data aggregation, data dashboards, mashups, quantified self, self tracking",10.1145/2800835.2800963,,,,,,,2015,,Adjunct Proceedings of the 2015 ACM International Joint Conference on Pervasive and Ubiquitous Computing and Proceedings of the 2015 ACM International Symposium on Wearable Computers,UbiComp/ISWC'15 Adjunct,,978-1-4503-3575-1,"Osaka, Japan",ACM,"New York, NY, USA"
article,2826189,Sergio  Felipe and Aneesha  Singh and Caroline  Bradley and Amanda CdeC Williams and Nadia  Bianchi-Berthouze,,,,Roles for Personal Informatics in Chronic Pain,161--168,,8,"chronic pain, emotional wellbeing, personal informatics, physiological sensing, quantified-self, self-management, wearables",,,,,,,,2015,,Proceedings of the 9th International Conference on Pervasive Computing Technologies for Healthcare,PervasiveHealth '15,,978-1-63190-045-7,"Istanbul, Turkey","ICST (Institute for Computer Sciences, Social-Informatics and Telecommunications Engineering)","ICST, Brussels, Belgium, Belgium"
article,3196829,Amon  Rapp and Lia  Tirabeni,,,,"Personal Informatics for Sport: Meaning, Body, and Social Relations in Amateur and Elite Athletes",16:1--16:30,16,30,"Personal Informatics, Quantified Self, amateur athletes, elite athletes, information visualization, self-tracking, sport, wearable devices",10.1145/3196829,ACM Trans. Comput.-Hum. Interact.,Jun-18,25,3,,June,2018,1073-0516,,,,,,ACM,"New York, NY, USA"
article,3025980,Rohit Ashok  Khot and Deepti  Aggarwal and Ryan  Pennings and Larissa  Hjorth and Florian 'Floyd'  Mueller,,,,EdiPulse: Investigating a Playful Approach to Self-monitoring Through 3D Printed Chocolate Treats,6593--6607,,15,"chocolate printing, food printing, human food interaction, physical activity, playful interactions, quantified self, self-monitoring",10.1145/3025453.3025980,,,,,,,2017,,Proceedings of the 2017 CHI Conference on Human Factors in Computing Systems,CHI '17,,978-1-4503-4655-9,"Denver, Colorado, USA",ACM,"New York, NY, USA"
article,3240974,Bert  Vandenberghe and Jasper  Vanhoof and Roos  Voorend and David  Geerts and Fabienne  Dobbels,,,,The 'Self' As Barrier for Self-Management Technologies in Healthcare?,336--346,,11,"Chronic health conditions, healthcare, patients, personal informatics, quantified self, self-management, user experience",10.1145/3240925.3240974,,,,,,,2018,,Proceedings of the 12th EAI International Conference on Pervasive Computing Technologies for Healthcare,PervasiveHealth '18,,978-1-4503-6450-8,"New York, NY, USA",ACM,"New York, NY, USA"
article,3027065,Chris  Elsden and Aisling  O'Kane and Paul  Marshall and Abigail  Durrant and Rowanne  Fleck and John  Rooksby and Deborah  Lupton,,,,Quantified Data &#38; Social Relationships,644--651,,8,"data-driven life, experience-centred design, personal informatics, quantified self, relationships, social computing",10.1145/3027063.3027065,,,,,,,2017,,Proceedings of the 2017 CHI Conference Extended Abstracts on Human Factors in Computing Systems,CHI EA '17,,978-1-4503-4656-6,"Denver, Colorado, USA",ACM,"New York, NY, USA"
article,2485822,Victor R. Lee and Joel  Drake,,,,Quantified Recess: Design of an Activity for Elementary Students Involving Analyses of Their Own Movement Data,273--276,,4,"TinkerPlots, activity trackers, collaboration, competition, elementary students, fitbit, physical activity, quantified self",10.1145/2485760.2485822,,,,,,,2013,,Proceedings of the 12th International Conference on Interaction Design and Children,IDC '13,,978-1-4503-1918-8,"New York, New York, USA",ACM,"New York, NY, USA"
